Long,lat,z
-92.32774537190,43.04304707820,3.93000000000
-92.32774389970,43.04306126860,3.95000000000
-92.32774389970,43.04307496880,3.98500000000
-92.32774400040,43.04308906840,4.06500000000
-92.32774292840,43.04310497830,3.84500000000
-92.32774410020,43.04312106810,3.75500000000
-92.32774389970,43.04313686830,3.83500000000
-92.32774517220,43.04315257850,3.96500000000
-92.32774467220,43.04316947860,3.81000000000
-92.32774417220,43.04318767820,3.81000000000
-92.32774377200,43.04320527880,3.81500000000
-92.32774307230,43.04322337860,3.77500000000
-92.32774257230,43.04324097830,3.97500000000
-92.32774384390,43.04325890900,3.95500000000
-92.32774019990,43.04327686840,3.83000000000
-92.32774147240,43.04329457880,3.78000000000
-92.32774107220,43.04331217850,3.90500000000
-92.32773940040,43.04332986820,3.97000000000
-92.32773950020,43.04334756860,3.95000000000
-92.32774047230,43.04336547860,3.96000000000
-92.32773997230,43.04338507850,3.85500000000
-92.32773977180,43.04340517830,4.01500000000
-92.32773809990,43.04342506860,3.91000000000
-92.32773927170,43.04344537890,3.94000000000
-92.32773827170,43.04346527820,3.97000000000
-92.32774108390,43.04348532860,3.96500000000
-92.32773938330,43.04350532860,4.19500000000
-92.32773359970,43.04352486820,4.14000000000
-92.32772971650,43.04354512900,3.96500000000
-92.32772938460,43.04356522890,4.09000000000
-92.32773314920,43.04358511920,3.97500000000
-92.32773855680,43.04360500860,3.94500000000
-92.32774140040,43.04362496810,4.02000000000
-92.32774374410,43.04364490880,4.10000000000
-92.32774234380,43.04366510850,4.21500000000
-92.32774251470,43.04368505900,4.23500000000
-92.32774004340,43.04370500870,4.14500000000
-92.32773690020,43.04372506810,3.96500000000
-92.32773817190,43.04374507890,3.87500000000
-92.32773737240,43.04376527850,3.87000000000
-92.32773600000,43.04378516890,3.78000000000
-92.32773559980,43.04380516890,3.76000000000
-92.32773697220,43.04382537840,3.77000000000
-92.32773637230,43.04384527860,3.91500000000
-92.32773597210,43.04386517880,3.93000000000
-92.32773490010,43.04388456820,3.84500000000
-92.32773440010,43.04390576880,3.87000000000
-92.32773459980,43.04392916830,3.85000000000
-92.32773490010,43.04395166840,3.80500000000
-92.32773519960,43.04397396800,3.86500000000
-92.32773402780,43.04399657880,3.81000000000
-92.32773647220,43.04401927860,3.79500000000
-92.32773607200,43.04404177870,3.80000000000
-92.32773352780,43.04406417810,3.76000000000
-92.32773412760,43.04408657840,3.74000000000
-92.32773452780,43.04410927820,3.80500000000
-92.32773522750,43.04413167850,3.75000000000
-92.32773475630,43.04415430820,3.79000000000
-92.32773662770,43.04417677860,3.70000000000
-92.32773722760,43.04419937860,3.77500000000
-92.32773635610,43.04422220880,3.69000000000
-92.32773862780,43.04424477820,3.62500000000
-92.32773912790,43.04426727830,3.67000000000
-92.32773962790,43.04428997810,3.62500000000
-92.32773992830,43.04431267880,3.71500000000
-92.32774169990,43.04433526890,3.66500000000
-92.32774287170,43.04435777890,3.68500000000
-92.32774100020,43.04438046880,3.76500000000
-92.32774079970,43.04440296800,3.75500000000
-92.32774100020,43.04442566870,3.74000000000
-92.32774069990,43.04444836850,3.84500000000
-92.32774060000,43.04447096850,3.85500000000
-92.32774157220,43.04449367810,3.87500000000
-92.32774097240,43.04451617830,3.85000000000
-92.32774057220,43.04453897880,3.80000000000
-92.32773960000,43.04456166870,3.96500000000
-92.32773745600,43.04458440890,3.93500000000
-92.32773865660,43.04460690820,3.85500000000
-92.32773858560,43.04462935890,3.85000000000
-92.32774065670,43.04465200830,3.78000000000
-92.32774400040,43.04467446890,3.82000000000
-92.32774410020,43.04469726850,4.03500000000
-92.32774400040,43.04471986840,3.98500000000
-92.32774487180,43.04474277870,3.97500000000
-92.32774534400,43.04476560880,3.97500000000
-92.32774347250,43.04478837880,3.88000000000
-92.32774277190,43.04481107860,3.81000000000
-92.32773992830,43.04483407870,3.92000000000
-92.32774160010,43.04485626860,3.96500000000
-92.32774129970,43.04487906820,4.00500000000
-92.32774150030,43.04490196860,3.89500000000
-92.32774140040,43.04492436890,3.88000000000
-92.32774150030,43.04494706870,3.89500000000
-92.32774140040,43.04496986830,3.80000000000
-92.32774119990,43.04499216880,3.82500000000
-92.32774079970,43.04501496840,3.82000000000
-92.32774237170,43.04503747840,3.87000000000
-92.32774079970,43.04506026810,3.97500000000
-92.32773952810,43.04508287890,4.04500000000
-92.32774217210,43.04510547880,3.87000000000
-92.32774197240,43.04512837830,3.91500000000
-92.32773952810,43.04515097820,3.84000000000
-92.32773865660,43.04517380840,3.78000000000
-92.32774062790,43.04519657840,3.80500000000
-92.32774189960,43.04521946880,3.83500000000
-92.32774250030,43.04524196800,3.82500000000
-92.32774112800,43.04526447810,3.78000000000
-92.32774260010,43.04528726870,3.83000000000
-92.32774260010,43.04530986870,3.83000000000
-92.32774270000,43.04533256840,3.84500000000
-92.32774142830,43.04535557850,3.76500000000
-92.32774310020,43.04537806870,3.82000000000
-92.32774202820,43.04540067860,3.74000000000
-92.32774232760,43.04542317870,3.70500000000
-92.32774420000,43.04544596850,3.70000000000
-92.32774292750,43.04546867810,3.75500000000
-92.32774322790,43.04549127810,3.70500000000
-92.32774372790,43.04551387810,3.65500000000
-92.32774549960,43.04553626850,3.77500000000
-92.32774647170,43.04555887830,3.82000000000
-92.32774382770,43.04558167890,3.77500000000
-92.32774570010,43.04560426800,3.73500000000
-92.32774560030,43.04562686890,3.78000000000
-92.32774579990,43.04564956870,3.71500000000
-92.32774462810,43.04567217850,3.83000000000
-92.32774737190,43.04569467870,3.73500000000
-92.32774727210,43.04571727860,3.76500000000
-92.32774539970,43.04573976890,3.83500000000
-92.32774500040,43.04576246870,3.88000000000
-92.32774520010,43.04578506860,3.85500000000
-92.32774500040,43.04580776840,3.92000000000
-92.32774529990,43.04583046820,3.87000000000
-92.32774402830,43.04585307810,3.89000000000
-92.32774442760,43.04587587860,3.91500000000
-92.32774462810,43.04589857840,3.87500000000
-92.32774649960,43.04592116840,3.94000000000
-92.32774532780,43.04594397880,4.09500000000
-92.32774592760,43.04596647810,4.05000000000
-92.32774602750,43.04598897820,4.15000000000
-92.32774720020,43.04601176880,4.19500000000
-92.32774867240,43.04603467820,4.26500000000
-92.32774680000,43.04605736810,4.25500000000
-92.32774767230,43.04607977830,4.20000000000
-92.32774757250,43.04610257880,4.19500000000
-92.32774579990,43.04612496830,4.20500000000
-92.32774667230,43.04614727870,4.30000000000
-92.32774637190,43.04616987860,4.19500000000
-92.32774470010,43.04619256850,4.15500000000
-92.32774479990,43.04621506870,4.20000000000
-92.32774372790,43.04623757870,4.24000000000
-92.32774432770,43.04625997810,4.22500000000
-92.32774472790,43.04628277860,4.28000000000
-92.32774522800,43.04630547840,4.21500000000
-92.32774582780,43.04632797860,4.28000000000
-92.32774632780,43.04635077820,4.33500000000
-92.32774760040,43.04637326840,4.25000000000
-92.32774632780,43.04639587830,4.38500000000
-92.32774810040,43.04641856820,4.42000000000
-92.32774927220,43.04644097840,4.40000000000
-92.32774857250,43.04646347850,4.47000000000
-92.32774797180,43.04648607850,4.46000000000
-92.32774767230,43.04650867840,4.46500000000
-92.32774687190,43.04653137820,4.47000000000
-92.32774647170,43.04655377850,4.50000000000
-92.32774557240,43.04657627870,4.54000000000
-92.32774624420,43.04659870870,4.52500000000
-92.32774417220,43.04662107840,4.58500000000
-92.32774270000,43.04664356860,4.58000000000
-92.32774239960,43.04666596810,4.59000000000
-92.32774142740,43.04668827840,4.58500000000
-92.32774289960,43.04671076870,4.52500000000
-92.32774300030,43.04673326880,4.54500000000
-92.32774300030,43.04675576810,4.54000000000
-92.32774192740,43.04677817830,4.59000000000
-92.32774252820,43.04680067840,4.56000000000
-92.32774302820,43.04682307870,4.58000000000
-92.32774470010,43.04684566880,4.56500000000
-92.32774382770,43.04686807810,4.56500000000
-92.32774315590,43.04689060880,4.51000000000
-92.32774462810,43.04691297860,4.54500000000
-92.32774630000,43.04693526820,4.49500000000
-92.32774589980,43.04695766860,4.53500000000
-92.32774687190,43.04697997890,4.58000000000
-92.32774724420,43.04700220840,4.53500000000
-92.32774731440,43.04702485870,4.50000000000
-92.32774172780,43.04704677880,4.61500000000
-92.32774222780,43.04706927890,4.56000000000
-92.32774185640,43.04709170890,4.65000000000
-92.32774198500,43.04711395900,4.62500000000
-92.32774552740,43.04713657880,4.61500000000
-92.32774612820,43.04715907890,4.48000000000
-92.32774760040,43.04718126880,4.55500000000
-92.32774602750,43.04720367810,4.53500000000
-92.32774749960,43.04722616840,4.48000000000
-92.32774760040,43.04724896890,4.47500000000
-92.32774897180,43.04727257880,4.49500000000
-92.32774867240,43.04729587840,4.59500000000
-92.32774660030,43.04731886870,4.57000000000
-92.32774562820,43.04734207840,4.50000000000
-92.32774582780,43.04736527820,4.40500000000
-92.32774749960,43.04738846810,4.35000000000
-92.32774770020,43.04741196830,4.28000000000
-92.32774799970,43.04743536860,4.23500000000
-92.32774917240,43.04745867820,4.24000000000
-92.32774877220,43.04748167830,4.21000000000
-92.32774680000,43.04750536830,4.24000000000
-92.32774787200,43.04752877850,4.26500000000
-92.32774747180,43.04755197830,4.16000000000
-92.32774707250,43.04757527890,4.16500000000
-92.32774529990,43.04759826820,4.04500000000
-92.32774520010,43.04762146810,3.93500000000
-92.32774529990,43.04764466880,4.04000000000
-92.32774539970,43.04766766800,4.08000000000
-92.32774432770,43.04769167810,4.00000000000
-92.32774707250,43.04771507850,4.02500000000
-92.32774667230,43.04773857870,3.94500000000
-92.32774479990,43.04776156800,3.95500000000
-92.32774392750,43.04778497830,3.99000000000
-92.32774422790,43.04780857830,3.96000000000
-92.32774472790,43.04783207850,3.93500000000
-92.32774512810,43.04785557870,3.89000000000
-92.32774552740,43.04787907890,3.82500000000
-92.32774582780,43.04790267890,3.82000000000
-92.32774720020,43.04792626810,3.81500000000
-92.32774739980,43.04794956860,3.80000000000
-92.32774749960,43.04797326850,3.69000000000
-92.32774720020,43.04799646830,3.79000000000
-92.32774660030,43.04801986860,3.78500000000
-92.32774649960,43.04804326810,3.90500000000
-92.32774747180,43.04806677820,4.01000000000
-92.32774697170,43.04809017850,3.91000000000
-92.32774754370,43.04811350870,3.87500000000
-92.32774567220,43.04813687850,3.84000000000
-92.32774410020,43.04816026810,3.88000000000
-92.32774429990,43.04818366840,3.95000000000
-92.32774429990,43.04820676840,3.97000000000
-92.32774400040,43.04823016880,3.88500000000
-92.32774379980,43.04825366810,3.89500000000
-92.32774389970,43.04827726810,3.82000000000
-92.32774165590,43.04830040850,3.72500000000
-92.32774500040,43.04832396810,3.70500000000
-92.32774587190,43.04834727850,3.73000000000
-92.32774527200,43.04837077870,3.66000000000
-92.32774487180,43.04839417810,3.70500000000
-92.32774329980,43.04841746880,3.75500000000
-92.32774310020,43.04844086830,3.68000000000
-92.32774279980,43.04846456810,3.72500000000
-92.32774397250,43.04848817890,3.75000000000
-92.32774219990,43.04851156850,3.73500000000
-92.32774239960,43.04853516850,3.76000000000
-92.32774229980,43.04855876850,3.63500000000
-92.32774112800,43.04858237840,3.54000000000
-92.32774162800,43.04860567890,3.56500000000
-92.32774289960,43.04862906850,3.62000000000
-92.32774310020,43.04865266850,3.64000000000
-92.32774289960,43.04867596810,3.62500000000
-92.32774260010,43.04869946830,3.62000000000
-92.32774250030,43.04872286870,3.64500000000
-92.32774239960,43.04874626810,3.52000000000
-92.32774347250,43.04876957860,3.57500000000
-92.32774257230,43.04879307870,3.76000000000
-92.32773992740,43.04881627850,3.78500000000
-92.32774267210,43.04883987860,3.73500000000
-92.32774052810,43.04886317820,3.73000000000
-92.32773995610,43.04888680880,3.76500000000
-92.32774407230,43.04891037820,3.82500000000
-92.32774279980,43.04893346830,3.79500000000
-92.32774239960,43.04895696850,3.66500000000
-92.32774377200,43.04898057840,3.66000000000
-92.32774337180,43.04900417840,3.64500000000
-92.32774277190,43.04902757880,3.70000000000
-92.32774304350,43.04905110860,3.58000000000
-92.32774214420,43.04907460880,3.60000000000
-92.32774084380,43.04909800830,3.59000000000
-92.32773944350,43.04912130880,3.55000000000
-92.32773844440,43.04914470830,3.63000000000
-92.32773851450,43.04916825880,3.58500000000
-92.32773399990,43.04919136870,3.38500000000
-92.32773302780,43.04921497860,3.34000000000
-92.32773352780,43.04923847880,3.42500000000
-92.32773519960,43.04926196820,3.43500000000
-92.32773540020,43.04928496830,3.53500000000
-92.32773412760,43.04930847840,3.49500000000
-92.32773569960,43.04933176810,3.47500000000
-92.32773619970,43.04935546890,3.46000000000
-92.32773365640,43.04937900860,3.47500000000
-92.32773669970,43.04940246830,3.51500000000
-92.32773680040,43.04942576890,3.54500000000
-92.32773640020,43.04944926820,3.52000000000
-92.32773747220,43.04947267840,3.56500000000
-92.32773580040,43.04949626850,3.59000000000
-92.32773569960,43.04951976870,3.56500000000
-92.32773540020,43.04954316820,3.57000000000
-92.32773754420,43.04956660900,3.61500000000
-92.32773507190,43.04959017840,3.57000000000
-92.32773349990,43.04961366870,3.61500000000
-92.32773467260,43.04963707810,3.63500000000
-92.32773417260,43.04966067810,3.61500000000
-92.32773377240,43.04968427810,3.63500000000
-92.32773297200,43.04970757860,3.67000000000
-92.32773267250,43.04973127850,3.75000000000
-92.32773217250,43.04975467880,3.79000000000
-92.32772942780,43.04977867810,3.73000000000
-92.32773217250,43.04980227820,3.72500000000
-92.32773059960,43.04982586830,3.68000000000
-92.32773020030,43.04984956810,3.70000000000
-92.32773039990,43.04987306830,3.75500000000
-92.32773059960,43.04989676810,3.81000000000
-92.32773059960,43.04992026830,3.84500000000
-92.32773059960,43.04994376850,3.73500000000
-92.32773080010,43.04996746830,3.70500000000
-92.32773099980,43.04999086870,3.62500000000
-92.32772952760,43.05001447860,3.65500000000
-92.32773099980,43.05003796890,3.66000000000
-92.32773090000,43.05006146820,3.64500000000
-92.32772972810,43.05008517880,3.72000000000
-92.32773109960,43.05010886870,3.74000000000
-92.32773109960,43.05013236890,3.67000000000
-92.32773099980,43.05015616860,3.59000000000
-92.32773109960,43.05017976860,3.65000000000
-92.32773080010,43.05020326880,3.68000000000
-92.32773059960,43.05022686880,3.66000000000
-92.32773049980,43.05025046880,3.64000000000
-92.32773020030,43.05027386820,3.68500000000
-92.32773059960,43.05029726860,3.62500000000
-92.32773049980,43.05032086860,3.63500000000
-92.32773090000,43.05034446860,3.59000000000
-92.32773099980,43.05036826830,3.67500000000
-92.32772992780,43.05039187820,3.69500000000
